70,Rick Riordan,fantasy,300000,4,no
100,Rainbow Rowell,young adult,500000,4,no
200,George R.R. Martin,fantasy,400000,4,yes
80,Ally Condie,young adult,500000,4,no
200,Neil Gaiman,fantasy,400000,4,no
200,"Stephen King, Bernie Wrightson",horror,400000,4,yes
100,Nicholas Sparks,romance,400000,4,no
200,Dan Brown,thriller,400000,4,no
2000,"Jane Austen, Fiona Stafford",romance,500000,4,yes
1000,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",romance,300000,4,yes
300,Anthony Burgess,sci-fi,400000,4,yes
100,William Paul Young,fantasy,400000,4,no
90,Rick Riordan,fantasy,400000,5,no
10,Stephen King,horror,300000,4,yes
2000,"Fyodor Dostoyevsky, David McDuff",crime,400000,4,no
200,Sylvia Plath,drama,400000,4,no
200,Frank McCourt,drama,400000,4,no
1000,"Hermann Hesse, Hilda Rosner",#N/A,400000,4,no
200,Truman Capote,crime,400000,4,yes
100,"Kami Garcia, Margaret Stohl",young adult,400000,4,yes
100,Cassandra Clare,fantasy,500000,4,no
200,"Roald Dahl, Quentin Blake",young adult,400000,4,yes
100,Erin Morgenstern,fantasy,400000,4,no
100,Philippa Gregory,romance,400000,4,yes
100,Scott Westerfeld,young adult,400000,4,no
100,George R.R. Martin,fantasy,400000,4,yes
400,J.R.R. Tolkien,fantasy,400000,4,yes
100,Cheryl Strayed,#N/A,400000,4,yes
90,"Alan Moore, Dave Gibbons, John Higgins",fantasy,400000,4,yes
100,Patrick Rothfuss,fantasy,400000,5,yes
100,Malcolm Gladwell,#N/A,400000,4,no
2000,"Herman Melville, Andrew Delbanco, Tom Quirk",drama,400000,3,yes
100,"Mary Ann Shaffer, Annie Barrows",romance,400000,4,yes
200,Chuck Palahniuk,thriller,400000,4,yes
100,Charlaine Harris,fantasy,400000,4,no
200,Alice Walker,drama,400000,4,yes
100,John Grogan,comedy,400000,4,yes
500,Agatha Christie,mystery,400000,4,yes
200,Dan Brown,mystery,400000,4,yes
90,Becca Fitzpatrick,young adult,400000,4,no
90,Jamie McGuire,romance,400000,4,no
2000,Charles Dickens,fantasy,400000,4,yes
200,Anne Rice,fantasy,400000,4,yes
90,Kiera Cass,young adult,500000,4,yes
100,Janet Evanovich,mystery,400000,4,yes
70,Rebecca Skloot,#N/A,400000,4,no
200,Thomas Harris,horror,400000,4,yes
100,Richelle Mead,horror,200000,4,yes
100,Malcolm Gladwell,#N/A,300000,4,no
200,Ian McEwan,romance,300000,4,yes
1000,"Franz Kafka, Stanley Corngold",fantasy,400000,4,no
90,Rick Riordan,fantasy,400000,4,no
100,Ernest Cline,sci-fi,300000,4,no
90,Garth Stein,drama,300000,4,no
70,"Erik Larson, Tony Goldwyn",crime,300000,4,yes
100,Sylvia Day,romance,200000,4,no
300,"C.S. Lewis, Pauline Baynes",sci-fi,400000,4,yes
20,Mark Cotta Vaz,young adult,300000,4,no
70,Dave Pelzer,young adult,300000,4,no
100,Robert Ludlum,thriller,300000,4,yes
200,Eoin Colfer,fantasy,400000,4,no
100,Lauren Kate,young adult,400000,4,yes
80,John Steinbeck,drama,300000,4,yes
100,Gillian Flynn,mystery,300000,4,no
100,John Grisham,mystery,300000,4,no
80,"Emma McLaughlin, Nicola Kraus",romance,300000,3,yes
800,"Lewis Carroll, John Tenniel, Martin Gardner",fantasy,300000,4,yes
1000,"Jane Austen, James Kinsley, Deidre Shauna Lynch",romance,400000,4,yes
100,Tatiana de Rosnay,drama,300000,4,yes
200,Stephen King,fantasy,300000,4,yes
300,"Gabriel García Márquez, Edith Grossman",drama,300000,4,yes
90,Laurie Halse Anderson,young adult,400000,4,yes
100,Liane Moriarty,mystery,200000,4,no
100,Jon Krakauer,thriller,300000,4,no
200,Stephen King,horror,400000,4,yes
80,Augusten Burroughs,comedy,300000,4,yes
100,Max Brooks,horror,300000,4,yes
200,Dan Brown,mystery,300000,4,yes
80,Lois Lowry,young adult,300000,4,no
100,James Patterson,mystery,300000,4,yes
200,Stephen King,horror,300000,4,yes
100,Gillian Flynn,mystery,200000,4,no
100,Katherine Paterson,young adult,300000,4,yes
100,"P.C. Cast, Kristin Cast",young adult,400000,4,no
300,Stephen R. Covey,#N/A,300000,4,no
1000,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",drama,300000,4,yes
100,Jonathan Safran Foer,young adult,300000,4,yes
100,R.J. Palacio,young adult,200000,4,no
100,Dr. Seuss,fantasy,300000,4,yes
90,Marissa Meyer,young adult,400000,4,no
50,"Robert Galbraith, J.K. Rowling",mystery,300000,4,no
100,Maggie Stiefvater,young adult,400000,4,no
100,"Ayn Rand, Leonard Peikoff",sci-fi,300000,4,yes
70,"Greg Mortenson, David Oliver Relin",#N/A,300000,4,no
0,"Jane Carruth, Lewis Carroll, Rene Cloke",fantasy,300000,4,yes
300,"Carlos Ruiz Zafón, Lucia Graves",mystery,300000,4,no
100,James Dashner,young adult,300000,4,no
400,Dale Carnegie,#N/A,300000,4,no
60,Frances Mayes,romance,300000,4,yes
100,Liane Moriarty,mystery,300000,4,no
60,Gail Carson Levine,fantasy,300000,4,no
300,Ernest Hemingway,romance,300000,4,yes
100,Betty  Smith,young adult,300000,4,yes
100,James Patterson,mystery,300000,4,yes
90,Kristin Hannah,romance,300000,5,no
200,Kazuo Ishiguro,sci-fi,300000,4,yes
20,Cecelia Ahern,romance,300000,4,yes
300,"Daphne du Maurier, Sally Beauman",mystery,200000,4,yes
200,Daniel Keyes,sci-fi,300000,4,yes
200,"Laura Esquivel, Thomas  Christensen, Carol Christensen",romance,300000,4,yes
100,Lisa See,drama,300000,4,yes
300,"Mario Puzo, Robert Thompson, Peter Bart",crime,300000,4,yes
100,John Green,young adult,300000,4,no
200,Isaac Asimov,sci-fi,300000,4,no
100,Neil Gaiman,fantasy,300000,4,no
30,Shel Silverstein,young adult,300000,4,no
100,"John Tiffany, Jack Thorne, J.K. Rowling",fantasy,300000,4,no
100,Lauren Oliver,romance,300000,4,no
100,John Grisham,mystery,300000,4,no
200,Neil Gaiman,fantasy,300000,4,yes
100,"Terry Pratchett, Neil Gaiman",fantasy,300000,4,no
300,Jack Kerouac,#N/A,200000,4,yes
100,Graeme Simsion,romance,300000,4,no
100,Nicholas Sparks,romance,300000,4,yes
200,"Ayn Rand, Leonard Peikoff",romance,200000,4,yes
100,Tom Clancy,thriller,300000,4,yes
200,Richard Adams,fantasy,300000,4,yes
20,Mindy Kaling,comedy,300000,4,no
70,Abraham Verghese,drama,300000,4,no
300,"C.S. Lewis, Pauline Baynes",young adult,300000,4,yes
3000,Robert Louis Stevenson,young adult,300000,4,yes
70,Rick Riordan,fantasy,300000,4,no
100,Stephen King,sci-fi,300000,4,no
200,Eric Carle,fantasy,300000,4,no
200,Kurt Vonnegut Jr.,sci-fi,200000,4,no
1000,"H.G. Wells, Greg Bear, Carlo Pagetti",sci-fi,300000,4,no
70,"Todd Burpo, Lynn Vincent",young adult,200000,4,no
200,John Boyne,young adult,300000,4,yes
1000,Joseph Conrad,horror,300000,3,yes
100,Nicholas Sparks,romance,300000,4,yes
100,Rhonda Byrne,#N/A,200000,4,yes
50,Wally Lamb,drama,200000,4,no
200,Stephen King,horror,300000,4,yes
60,Wally Lamb,drama,300000,4,no
100,Patrick Rothfuss,fantasy,200000,5,no
90,Sophie Kinsella,romance,300000,4,no
100,Cassandra Clare,fantasy,300000,4,no
70,Jennifer Weiner,romance,200000,4,yes
200,Colleen McCullough,romance,300000,4,yes
100,"Neil Gaiman, Dave McKean",fantasy,300000,4,no
100,M.L. Stedman,romance,200000,4,no
100,"Cornelia Funke, Anthea Bell",young adult,300000,4,yes
100,"Spencer Johnson, Kenneth H. Blanchard",#N/A,200000,4,no
100,Bill Bryson,comedy,300000,4,yes
100,Maya Angelou,young adult,300000,4,no
70,Christina Baker Kline,young adult,200000,4,no
100,Cassandra Clare,fantasy,300000,4,no
80,Maria Semple,mystery,200000,4,yes
70,Wilson Rawls,young adult,300000,4,no
200,Neil Gaiman,fantasy,300000,4,no
300,"Milan Kundera, Michael Henry Heim",romance,200000,4,yes
80,Rainbow Rowell,young adult,300000,4,no
100,John Irving,drama,200000,4,yes
100,Janet Fitch,drama,200000,4,yes
90,Marie Lu,young adult,300000,4,no
80,Jodi Picoult,young adult,200000,4,no
100,"Randy Pausch, Jeffrey Zaslow",#N/A,200000,4,no
90,Robert Jordan,fantasy,300000,4,no
80,Jodi Picoult,romance,200000,4,yes
300,C.S. Lewis,sci-fi,300000,4,no
100,Lisa Genova,drama,200000,4,yes
80,Sylvia Day,romance,300000,4,no
200,"Roald Dahl, Quentin Blake",fantasy,300000,4,yes
100,James Patterson,mystery,200000,4,no
30,Douglas Adams,sci-fi,200000,4,no
100,David Nicholls,romance,200000,4,yes
100,"Margaret Wise Brown, Clement Hurd",fantasy,200000,4,no
40,Pittacus Lore,young adult,300000,4,yes
2000,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",fantasy,200000,4,yes
100,J.K. Rowling,mystery,200000,3,no
100,John Grisham,thriller,200000,4,yes
50,David Sedaris,comedy,200000,4,no
200,Christopher Paolini,young adult,300000,4,no
1000,"L. Frank Baum, W.W. Denslow",young adult,200000,4,yes
300,C.S. Lewis,young adult,300000,4,yes
80,E. Lockhart,young adult,300000,4,no
200,Stephen King,horror,200000,4,no
100,"Hunter S. Thompson, Ralph Steadman",comedy,200000,4,yes
100,Cassandra Clare,fantasy,300000,4,no
30,Amy Poehler,comedy,300000,4,no
1000,William Shakespeare,drama,200000,4,yes
200,Toni Morrison,horror,200000,4,yes
90,Kristin Cashore,fantasy,300000,4,yes
100,"Lemony Snicket, Brett Helquist",fantasy,300000,4,yes
400,"Erich Maria Remarque, A.W. Wheen",young adult,200000,4,yes
40,Dr. Seuss,fantasy,300000,4,no
100,Khaled Hosseini,#N/A,200000,4,no
200,"Philip K. Dick, Roger Zelazny",sci-fi,200000,4,yes
2000,"Charles Dickens, George Cruikshank, Philip Horne",young adult,200000,4,yes
200,C.S. Lewis,fantasy,100000,4,no
80,Stephanie Perkins,young adult,300000,4,no
70,Dr. Seuss,fantasy,300000,4,yes
70,"Alan Moore, David   Lloyd",sci-fi,200000,4,yes
40,David McCullough,#N/A,200000,4,yes
80,Dean Koontz,horror,200000,4,yes
60,Philip Pullman,fantasy,200000,4,no
90,Jerry Spinelli,young adult,200000,4,yes
80,Rick Riordan,fantasy,200000,4,no
100,Robert A. Heinlein,sci-fi,200000,4,no
60,David Sedaris,comedy,200000,4,no
200,"Roald Dahl, Quentin Blake",fantasy,200000,4,yes
200,Bill Bryson,#N/A,200000,4,no
1000,Jack London,young adult,200000,4,yes
90,James Dashner,young adult,200000,4,no
200,Neil Gaiman,fantasy,200000,4,yes
90,Jhumpa Lahiri,drama,200000,4,no
100,Deborah Harkness,fantasy,200000,4,no
200,"Haruki Murakami, Jay Rubin",romance,200000,4,yes
50,Billie Letts,romance,200000,4,yes
90,"John Green, David Levithan",young adult,200000,4,no
70,James Frey,drama,200000,4,no
90,Richelle Mead,young adult,300000,4,no
90,Susan Cain,#N/A,200000,4,no
100,Scott O'Dell,young adult,200000,4,yes
100,"Arthur Miller, Christopher Bigsby",drama,200000,4,yes
90,Gary Paulsen,young adult,200000,4,no
80,Brandon Sanderson,fantasy,200000,4,no
2000,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",horror,200000,4,yes
40,Dr. Seuss,fantasy,200000,4,yes
100,Jeff Kinney,young adult,300000,4,yes
70,Sarah J. Maas,young adult,300000,4,no
90,Richelle Mead,young adult,300000,4,no
400,Ernest Hemingway,romance,200000,4,yes
70,Jamie Ford,romance,200000,4,no
400,"Patrick Süskind, John E. Woods",horror,200000,4,yes
60,Eric Schlosser,#N/A,200000,4,yes
100,J.K. Rowling,fantasy,300000,4,no
100,William Gibson,sci-fi,200000,4,no
400,Ernest Hemingway,romance,200000,4,yes
10,Edgar Allan Poe,horror,200000,4,no
2000,"Sun Tzu, Thomas Cleary",#N/A,200000,4,no
80,William Landay,mystery,200000,4,no
100,Kurt Vonnegut Jr.,sci-fi,200000,4,yes
60,Betty Edwards,#N/A,200000,4,no
80,Ann Patchett,romance,200000,4,no
100,Jared Diamond,#N/A,200000,4,yes
90,Fannie Flagg,romance,200000,4,yes
200,Chinua Achebe,young adult,200000,4,yes
100,Sophie Kinsella,romance,200000,4,no
100,Gary Chapman,romance,200000,4,no
1000,Alexandre Dumas,romance,200000,4,no
80,Chris Cleave,#N/A,100000,4,no
80,Alyson Noel,young adult,200000,4,no
200,"Roald Dahl, Quentin Blake",fantasy,200000,4,no
100,Diane Setterfield,mystery,200000,4,no
70,Richelle Mead,young adult,200000,4,no
80,Richelle Mead,young adult,200000,4,no
100,Nicholas Sparks,romance,200000,4,no
80,Paula McLain,romance,200000,4,no
80,J.K. Rowling,fantasy,200000,5,no
80,Kiera Cass,young adult,200000,4,no
400,"Umberto Eco, William Weaver, Seán Barrett",mystery,200000,4,no
90,"Beatrice Sparks, Anonymous",young adult,200000,4,no
100,"John Kennedy Toole, Walker Percy",comedy,200000,4,no
700,Oscar Wilde,drama,200000,4,no
70,Rick Riordan,fantasy,300000,4,no
200,Terry Pratchett,fantasy,200000,4,yes
200,"Haruki Murakami, Philip Gabriel",fantasy,200000,4,no
200,Thomas Harris,horror,200000,4,yes
200,Isaac Asimov,sci-fi,200000,4,no
70,J.R. Ward,romance,200000,4,no
70,Becca Fitzpatrick,young adult,200000,4,no
80,Lauren Oliver,young adult,200000,4,yes
200,Arundhati Roy,drama,200000,4,no
60,Sue Monk Kidd,drama,200000,4,no
70,Liane Moriarty,romance,200000,4,no
200,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",sci-fi,200000,4,no
100,Ken Follett,drama,200000,4,no
100,Stephen King,horror,200000,4,yes
80,Neal Stephenson,sci-fi,200000,4,no
60,Sarah Dessen,young adult,200000,4,yes
200,"A.A. Milne, Ernest H. Shepard",fantasy,200000,4,yes
200,S.J. Watson,mystery,200000,4,yes
1000,Arthur Conan Doyle,mystery,200000,4,no
100,Christopher Paolini,fantasy,200000,4,no
100,Rick Warren,#N/A,200000,4,no
80,"P.C. Cast, Kristin Cast",young adult,200000,4,no
80,Jim Butcher,fantasy,200000,4,yes
100,"Jane Austen, Alfred MacAdam",romance,200000,4,yes
100,Rick Yancey,young adult,300000,4,yes
100,Charles Frazier,romance,200000,4,yes
40,"Laura Joffe Numeroff, Felicia Bond",fantasy,200000,4,no
40,Emily Giffin,romance,200000,4,no
100,Tennessee Williams,drama,200000,4,yes
100,Elizabeth Kostova,fantasy,200000,4,no
60,Emily St. John Mandel,sci-fi,200000,4,no
100,"Fredrik Backman, Henning Koch",drama,200000,4,no
80,Cassandra Clare,fantasy,200000,5,no
200,Pearl S. Buck,drama,200000,4,yes
30,John Berger,#N/A,200000,4,no
100,Diana Gabaldon,romance,200000,4,no
1000,Anonymous,fantasy,200000,4,yes
50,Jennifer Weiner,romance,200000,4,no
40,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",fantasy,200000,4,no
10,Junot Díaz,fantasy,200000,4,no
80,Zora Neale Hurston,romance,200000,4,no
100,"Newt Scamander, J.K. Rowling, Albus Dumbledore",young adult,200000,4,yes
100,"Malala Yousafzai, Christina Lamb",young adult,200000,4,no
1000,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",romance,200000,4,no
200,Viktor E. Frankl,#N/A,200000,4,no
80,Tana French,mystery,200000,4,no
100,Richard Dawkins,#N/A,200000,4,no
10,Gayle Forman,young adult,200000,4,no
200,John Irving,drama,200000,4,no
100,Lee Child,thriller,200000,4,no
600,"Daniel Defoe, Gerald McCann, Virginia Woolf",young adult,200000,4,yes
2000,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",#N/A,200000,4,no
40,Philip Pullman,fantasy,200000,4,no
90,Terry Goodkind,fantasy,200000,4,no
50,Kathleen Grissom,drama,200000,4,no
100,J.D. Salinger,young adult,200000,4,no
80,Chuck Palahniuk,comedy,200000,4,yes
1000,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",crime,200000,4,yes
70,Jeanne DuPrau,young adult,200000,4,yes
100,Michael Crichton,sci-fi,200000,4,yes
200,Stephen King,horror,200000,4,yes
700,Kahlil Gibran,#N/A,100000,4,no
40,Art Spiegelman,young adult,200000,4,no
70,"P.C. Cast, Kristin Cast",young adult,200000,4,no
100,Orson Scott Card,sci-fi,200000,4,no
200,C.S. Lewis,#N/A,200000,4,no
100,Donna Tartt,mystery,200000,4,no
70,Dave Eggers,#N/A,100000,4,no
200,Jean M. Auel,romance,200000,4,yes
1000,Anna Sewell,young adult,200000,4,yes
1000,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",romance,200000,4,yes
100,Bret Easton Ellis,horror,200000,4,yes
100,Meg Cabot,young adult,200000,4,yes
100,Alexander McCall Smith,mystery,200000,4,no
40,"Robert Kirkman, Tony Moore",horror,200000,4,no
200,Arthur C. Clarke,sci-fi,200000,4,yes
60,Francine Rivers,romance,200000,4,no
60,"Tim LaHaye, Jerry B. Jenkins",fantasy,200000,4,yes
90,Kiera Cass,young adult,100000,4,no
80,Suzanne Collins,young adult,100000,4,yes
60,Barbara Ehrenreich,#N/A,200000,4,no
90,Sophie Kinsella,romance,200000,4,no
70,Robert Jordan,fantasy,200000,4,no
100,Patricia Cornwell,mystery,200000,4,no
30,Edgar Allan Poe,horror,200000,4,yes
80,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",young adult,200000,4,no
1000,Arthur Conan Doyle,mystery,100000,4,yes
80,Pat Conroy,romance,200000,4,no
80,Michael Chabon,fantasy,100000,4,no
50,Simone Elkeles,romance,200000,4,no
1000,"J.M. Barrie, Michael Hague",fantasy,200000,4,yes
80,Scott Westerfeld,young adult,200000,4,no
100,"Haruki Murakami, Jay Rubin",fantasy,100000,4,no
100,Michael Connelly,mystery,100000,4,yes
100,David Mitchell,sci-fi,200000,4,yes
60,Tim O'Brien,young adult,200000,4,no
20,Banksy,#N/A,100000,4,no
80,Lauren Oliver,fantasy,200000,4,no
100,Jeff Lindsay,mystery,200000,4,yes
100,Charlaine Harris,fantasy,200000,4,no
60,Robert Jordan,fantasy,200000,4,no
2000,"Jonathan Swift, Robert DeMaria Jr.",fantasy,200000,4,yes
800,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",drama,200000,4,yes
600,"Unknown, Seamus Heaney",fantasy,200000,3,yes
70,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",crime,100000,4,no
100,Harper Lee,drama,100000,3,no
50,David Sedaris,comedy,200000,4,no
90,Laini Taylor,fantasy,200000,4,no
80,Victoria Aveyard,fantasy,80000,4,no
90,Charles Duhigg,#N/A,200000,4,no
80,John Berendt,mystery,200000,4,no
50,Colleen Hoover,romance,200000,4,no
10,"Frances Hodgson Burnett, Nancy Bond",young adult,200000,4,yes
50,Sarah Dessen,young adult,200000,4,yes
300,C.S. Lewis,fantasy,200000,4,no
60,Richelle Mead,young adult,200000,4,no
100,"Laura Ingalls Wilder, Garth Williams",young adult,200000,4,no
