100,300000,4,yes,1
100,200000,4,no,0
100,300000,4,yes,1
100,300000,4,no,0
70,200000,4,no,0
100,300000,4,no,0
80,200000,4,yes,1
70,300000,4,no,0
200,300000,4,no,0
300,200000,4,yes,1
80,300000,4,no,0
100,200000,4,yes,1
100,200000,4,yes,1
90,300000,4,no,0
80,200000,4,no,0
100,200000,4,no,0
90,300000,4,no,0
80,200000,4,yes,1
300,300000,4,no,0
100,200000,4,yes,1
80,300000,4,no,0
200,300000,4,yes,1
100,200000,4,no,0
30,200000,4,no,0
100,200000,4,yes,1
100,200000,4,no,0
40,300000,4,yes,1
2000,200000,4,yes,1
100,200000,3,no,0
100,200000,4,yes,1
50,200000,4,no,0
200,300000,4,no,0
1000,200000,4,yes,1
300,300000,4,yes,1
80,300000,4,no,0
200,200000,4,no,0
100,200000,4,yes,1
100,300000,4,no,0
30,300000,4,no,0
1000,200000,4,yes,1
200,200000,4,yes,1
90,300000,4,yes,1
100,300000,4,yes,1
400,200000,4,yes,1
40,300000,4,no,0
100,200000,4,no,0
200,200000,4,yes,1
2000,200000,4,yes,1
200,100000,4,no,0
80,300000,4,no,0
70,300000,4,yes,1
70,200000,4,yes,1
40,200000,4,yes,1
80,200000,4,yes,1
60,200000,4,no,0
90,200000,4,yes,1
80,200000,4,no,0
100,200000,4,no,0
60,200000,4,no,0
200,200000,4,yes,1
200,200000,4,no,0
1000,200000,4,yes,1
90,200000,4,no,0
200,200000,4,yes,1
90,200000,4,no,0
100,200000,4,no,0
200,200000,4,yes,1
50,200000,4,yes,1
90,200000,4,no,0
70,200000,4,no,0
90,300000,4,no,0
90,200000,4,no,0
100,200000,4,yes,1
100,200000,4,yes,1
90,200000,4,no,0
80,200000,4,no,0
2000,200000,4,yes,1
40,200000,4,yes,1
100,300000,4,yes,1
70,300000,4,no,0
90,300000,4,no,0
400,200000,4,yes,1
70,200000,4,no,0
400,200000,4,yes,1
60,200000,4,yes,1
100,300000,4,no,0
100,200000,4,no,0
400,200000,4,yes,1
10,200000,4,no,0
2000,200000,4,no,0
80,200000,4,no,0
100,200000,4,yes,1
60,200000,4,no,0
80,200000,4,no,0
100,200000,4,yes,1
90,200000,4,yes,1
200,200000,4,yes,1
100,200000,4,no,0
100,200000,4,no,0
1000,200000,4,no,0
80,100000,4,no,0
80,200000,4,no,0
200,200000,4,no,0
100,200000,4,no,0
70,200000,4,no,0
80,200000,4,no,0
100,200000,4,no,0
80,200000,4,no,0
80,200000,5,no,0
80,200000,4,no,0
400,200000,4,no,0
90,200000,4,no,0
100,200000,4,no,0
700,200000,4,no,0
70,300000,4,no,0
200,200000,4,yes,1
200,200000,4,no,0
200,200000,4,yes,1
200,200000,4,no,0
70,200000,4,no,0
70,200000,4,no,0
80,200000,4,yes,1
200,200000,4,no,0
60,200000,4,no,0
70,200000,4,no,0
200,200000,4,no,0
100,200000,4,no,0
100,200000,4,yes,1
80,200000,4,no,0
60,200000,4,yes,1
200,200000,4,yes,1
200,200000,4,yes,1
1000,200000,4,no,0
100,200000,4,no,0
100,200000,4,no,0
80,200000,4,no,0
80,200000,4,yes,1
100,200000,4,yes,1
100,300000,4,yes,1
100,200000,4,yes,1
40,200000,4,no,0
40,200000,4,no,0
100,200000,4,yes,1
100,200000,4,no,0
60,200000,4,no,0
100,200000,4,no,0
80,200000,5,no,0
200,200000,4,yes,1
30,200000,4,no,0
100,200000,4,no,0
1000,200000,4,yes,1
50,200000,4,no,0
40,200000,4,no,0
10,200000,4,no,0
80,200000,4,no,0
100,200000,4,yes,1
100,200000,4,no,0
1000,200000,4,no,0
200,200000,4,no,0
80,200000,4,no,0
100,200000,4,no,0
10,200000,4,no,0
200,200000,4,no,0
100,200000,4,no,0
600,200000,4,yes,1
2000,200000,4,no,0
40,200000,4,no,0
90,200000,4,no,0
50,200000,4,no,0
100,200000,4,no,0
80,200000,4,yes,1
1000,200000,4,yes,1
70,200000,4,yes,1
100,200000,4,yes,1
200,200000,4,yes,1
700,100000,4,no,0
40,200000,4,no,0
70,200000,4,no,0
100,200000,4,no,0
200,200000,4,no,0
100,200000,4,no,0
70,100000,4,no,0
200,200000,4,yes,1
1000,200000,4,yes,1
1000,200000,4,yes,1
100,200000,4,yes,1
100,200000,4,yes,1
100,200000,4,no,0
40,200000,4,no,0
200,200000,4,yes,1
60,200000,4,no,0
60,200000,4,yes,1
90,100000,4,no,0
80,100000,4,yes,1
60,200000,4,no,0
90,200000,4,no,0
70,200000,4,no,0
100,200000,4,no,0
30,200000,4,yes,1
80,200000,4,no,0
1000,100000,4,yes,1
80,200000,4,no,0
80,100000,4,no,0
50,200000,4,no,0
1000,200000,4,yes,1
80,200000,4,no,0
100,100000,4,no,0
100,100000,4,yes,1
100,200000,4,yes,1
60,200000,4,no,0
20,100000,4,no,0
80,200000,4,no,0
100,200000,4,yes,1
100,200000,4,no,0
60,200000,4,no,0
2000,200000,4,yes,1
800,200000,4,yes,1
600,200000,3,yes,1
70,100000,4,no,0
100,100000,3,no,0
50,200000,4,no,0
90,200000,4,no,0
80,80000,4,no,0
90,200000,4,no,0
80,200000,4,no,0
50,200000,4,no,0
10,200000,4,yes,1
50,200000,4,yes,1
300,200000,4,no,0
60,200000,4,no,0
100,200000,4,no,0
400,200000,4,yes,1
200,100000,4,no,0
1000,200000,4,yes,1
80,200000,4,yes,1
60,200000,4,no,0
50,100000,4,no,0
100,100000,4,no,0
90,100000,4,no,0
100,200000,4,yes,1
100,200000,4,no,0
0,200000,4,yes,1
100,200000,4,yes,1
100,200000,4,no,0
90,200000,4,no,0
900,200000,4,yes,1
2000,200000,4,no,0
80,200000,4,yes,1
50,100000,5,no,0
90,200000,4,no,0
30,200000,4,yes,1
60,200000,4,no,0
90,100000,4,no,0
90,100000,4,no,0
70,100000,4,no,0
100,200000,4,yes,1
100,100000,4,yes,1
90,100000,4,yes,1
100,200000,4,no,0
200,100000,4,no,0
80,100000,4,yes,1
100,100000,4,yes,1
1000,200000,4,no,0
100,200000,4,yes,1
200,200000,4,yes,1
40,200000,4,no,0
100,200000,4,no,0
60,200000,4,no,0
200,200000,4,no,0
70,200000,4,no,0
70,100000,3,yes,1
40,100000,4,no,0
70,200000,4,no,0
100,100000,4,no,0
100,100000,4,yes,1
50,100000,4,no,0
1000,200000,4,yes,1
70,200000,4,no,0
600,100000,4,no,0
200,200000,4,yes,1
80,200000,4,yes,1
80,200000,4,no,0
100,100000,4,yes,1
2000,100000,4,yes,1
100,100000,4,yes,1
200,200000,4,no,0
80,200000,4,no,0
0,200000,4,yes,1
300,200000,4,no,0
60,100000,4,no,0
50,100000,4,yes,1
20,100000,4,no,0
300,100000,4,no,0
10,200000,4,no,0
50,200000,4,no,0
100,100000,4,yes,1
30,100000,4,no,0
300,100000,4,no,0
200,100000,4,yes,1
100,100000,4,no,0
900,100000,4,no,0
40,200000,4,no,0
70,100000,4,yes,1
70,100000,4,no,0
2000,200000,4,no,0
100,100000,4,no,0
100,200000,4,yes,1
80,200000,4,no,0
100,100000,4,yes,1
100,100000,4,yes,1
70,200000,4,no,0
40,100000,4,no,0
60,200000,4,yes,1
40,100000,4,no,0
90,100000,4,yes,1
200,100000,4,yes,1
70,100000,4,no,0
80,200000,4,no,0
80,200000,4,no,0
100,100000,4,yes,1
90,100000,4,no,0
200,100000,4,no,0
10,200000,4,no,0
300,100000,4,no,0
80,100000,4,no,0
800,100000,4,yes,1
100,100000,4,no,0
200,200000,4,no,0
0,100000,4,no,0
80,200000,4,no,0
60,200000,4,no,0
70,200000,4,yes,1
600,100000,3,yes,1
40,100000,4,no,0
100,100000,4,no,0
100,100000,4,no,0
1000,100000,4,yes,1
800,100000,4,yes,1
80,200000,4,no,0
200,100000,4,yes,1
90,100000,4,no,0
60,100000,4,no,0
60,200000,4,no,0
100,100000,4,no,0
100,100000,4,no,0
80,100000,4,no,0
80,100000,4,yes,1
50,100000,4,no,0
80,100000,4,no,0
80,100000,4,no,0
300,100000,4,yes,1
100,100000,4,no,0
100,100000,4,no,0
40,200000,4,no,0
60,100000,4,no,0
200,100000,4,no,0
100,100000,4,yes,1
900,100000,4,yes,1
400,100000,4,yes,1
80,100000,4,no,0
80,100000,4,no,0
200,100000,4,yes,1
80,100000,4,no,0
70,100000,4,no,0
80,100000,4,no,0
70,200000,4,yes,1
700,90000,4,no,0
100,200000,4,no,0
100,100000,4,yes,1
100,100000,4,yes,1
60,200000,5,no,0
60,100000,4,no,0
90,100000,4,no,0
40,100000,4,yes,1
40,100000,4,no,0
50,100000,4,no,0
60,100000,4,no,0
100,100000,4,no,0
60,100000,4,no,0
100,100000,4,yes,1
50,100000,4,no,0
100,100000,4,no,0
100,100000,4,no,0
50,100000,4,no,0
80,100000,4,yes,1
2000,100000,4,no,0
60,100000,4,no,0
600,100000,4,yes,1
200,90000,4,yes,1
100,100000,4,no,0
100,100000,4,no,0
100,100000,4,no,0
2000,100000,4,no,0
70,100000,4,no,0
200,100000,4,no,0
200,100000,4,no,0
60,100000,4,no,0
60,100000,4,no,0
100,100000,4,no,0
60,100000,4,no,0
1000,100000,4,no,0
100,100000,3,no,0
100,90000,4,no,0
10,100000,5,no,0
200,100000,4,yes,1
50,100000,4,no,0
30,100000,4,yes,1
20,100000,4,no,0
80,100000,4,no,0
100,100000,4,no,0
70,200000,4,no,0
200,100000,4,yes,1
100,100000,4,yes,1
200,100000,4,yes,1
80,100000,4,no,0
100,100000,4,no,0
200,100000,3,yes,1
0,100000,4,yes,1
90,100000,4,no,0
100,100000,4,yes,1
100,100000,4,no,0
70,100000,4,yes,1
100,100000,4,no,0
70,100000,4,no,0
70,100000,4,yes,1
100,100000,4,yes,1
10,100000,4,yes,1
60,100000,3,no,0
100,80000,4,no,0
50,100000,4,no,0
200,100000,4,no,0
0,100000,4,no,0
70,100000,4,no,0
100,100000,4,no,0
70,100000,4,no,0
60,100000,4,no,0
60,200000,4,no,0
100,100000,4,no,0
60,200000,4,yes,1
30,100000,4,no,0
50,100000,4,no,0
0,100000,4,no,0
60,200000,4,no,0
60,100000,4,yes,1
50,100000,4,no,0
40,100000,4,no,0
60,100000,4,no,0
70,100000,4,no,0
100,100000,4,yes,1
100,100000,4,no,0
100,100000,4,no,0
100,100000,4,yes,1
70,100000,4,no,0
60,100000,4,no,0
100,100000,4,yes,1
300,100000,5,no,0
1000,100000,4,no,0
60,100000,4,no,0
800,100000,4,no,0
700,100000,4,yes,1
50,200000,4,no,0
70,100000,4,no,0
10,100000,4,no,0
40,100000,4,no,0
1000,100000,4,yes,1
80,100000,4,no,0
20,100000,5,no,0
70,100000,4,no,0
500,100000,4,no,0
60,100000,4,no,0
80,100000,4,no,0
90,100000,4,yes,1
20,100000,4,no,0
40,100000,4,no,0
100,60000,4,yes,1
100,100000,4,no,0
80,100000,4,no,0
10,100000,4,no,0
300,100000,4,no,0
80,100000,4,yes,1
100,100000,4,no,0
100,100000,4,yes,1
60,100000,4,no,0
40,100000,4,no,0
50,100000,4,no,0
100,100000,4,yes,1
300,100000,4,no,0
70,100000,4,no,0
60,100000,4,no,0
20,100000,4,yes,1
1000,100000,4,no,0
60,100000,4,no,0
10,100000,4,yes,1
90,100000,3,yes,1
70,100000,4,yes,1
40,100000,4,no,0
20,100000,4,no,0
80,100000,4,no,0
50,100000,4,no,0
50,100000,4,no,0
60,100000,4,no,0
100,100000,4,yes,1
0,100000,4,no,0
80,100000,4,yes,1
100,100000,4,yes,1
900,100000,4,no,0
200,100000,4,yes,1
90,100000,4,no,0
100,90000,4,no,0
80,100000,4,no,0
500,100000,4,no,0
50,100000,4,no,0
1000,100000,4,yes,1
60,100000,4,no,0
40,100000,4,yes,1
600,100000,4,yes,1
50,100000,4,yes,1
40,100000,4,no,0
100,80000,4,no,0
100,100000,4,yes,1
0,100000,4,no,0
50,100000,4,no,0
90,90000,4,no,0
70,100000,4,yes,1
80,100000,4,no,0
1000,100000,4,yes,1
100,100000,4,no,0
50,100000,4,no,0
50,200000,4,yes,1
30,80000,4,no,0
40,100000,4,no,0
30,100000,4,no,0
50,100000,4,yes,1
50,100000,4,yes,1
80,100000,4,no,0
70,100000,4,yes,1
90,100000,4,no,0
100,100000,4,yes,1
80,100000,4,no,0
50,100000,4,yes,1
90,50000,4,no,0
900,100000,4,no,0
70,100000,4,no,0
40,100000,4,yes,1
80,100000,4,no,0
50,100000,4,no,0
50,100000,4,no,0
60,100000,4,no,0
30,70000,5,no,0
100,100000,4,no,0
80,100000,4,no,0
100,100000,4,yes,1
100,100000,4,yes,1
100,100000,4,no,0
200,100000,4,no,0
100,100000,4,no,0
40,100000,4,yes,1
60,100000,4,no,0
400,100000,4,no,0
100,100000,4,yes,1
40,90000,4,no,0
60,100000,4,no,0
60,100000,4,yes,1
200,100000,4,yes,1
60,100000,4,yes,1
500,100000,4,no,0
50,100000,4,no,0
100,100000,4,no,0
100,90000,4,yes,1
100,100000,4,yes,1
30,70000,4,no,0
40,60000,4,yes,1
70,100000,4,no,0
100,100000,4,no,0
30,100000,4,no,0
60,100000,4,no,0
100,100000,4,no,0
60,100000,4,no,0
70,90000,4,no,0
40,90000,4,no,0
100,100000,4,no,0
60,90000,4,no,0
100,100000,4,yes,1
200,90000,4,no,0
100,100000,4,yes,1
800,100000,4,yes,1
100,100000,4,no,0
20,100000,4,no,0
100,100000,4,no,0
500,100000,4,no,0
50,100000,4,no,0
30,100000,4,yes,1
70,100000,4,no,0
70,100000,4,no,0
70,100000,3,no,0
70,100000,4,no,0
60,100000,4,no,0
100,100000,3,yes,1
80,100000,4,no,0
60,100000,4,no,0
100,90000,4,yes,1
100,100000,4,no,0
70,90000,4,yes,1
80,100000,4,no,0
100,100000,4,no,0
100,100000,4,no,0
90,100000,4,no,0
70,100000,4,yes,1
100,100000,4,no,0
90,60000,4,no,0
80,90000,3,no,0
100,90000,4,no,0
60,80000,3,no,0
20,100000,4,no,0
60,100000,4,no,0
30,100000,4,yes,1
90,90000,4,yes,1
70,90000,3,no,0
60,90000,4,no,0
70,100000,4,no,0
200,100000,4,no,0
1000,100000,4,yes,1
100,100000,4,yes,1
80,90000,4,no,0
60,100000,4,no,0
50,90000,4,no,0
90,90000,4,no,0
100,100000,4,yes,1
30,100000,4,no,0
40,80000,4,no,0
100,90000,4,yes,1
70,100000,4,no,0
70,100000,4,no,0
70,70000,4,no,0
50,90000,4,no,0
60,90000,4,no,0
70,100000,4,no,0
60,50000,4,no,0
80,100000,4,no,0
100,90000,4,yes,1
10,90000,4,no,0
90,90000,4,no,0
100,90000,4,no,0
80,100000,4,no,0
40,90000,4,no,0
800,90000,4,no,0
0,90000,4,yes,1
700,100000,4,no,0
30,100000,4,no,0
100,90000,4,no,0
70,90000,5,yes,1
40,90000,4,no,0
100,90000,4,no,0
100,90000,4,no,0
60,70000,4,yes,1
80,80000,4,no,0
60,80000,4,no,0
80,100000,4,no,0
1000,90000,4,yes,1
70,90000,4,no,0
200,80000,4,no,0
50,90000,4,no,0
0,90000,4,no,0
900,90000,4,no,0
60,100000,4,no,0
60,80000,4,no,0
50,100000,4,no,0
50,100000,4,no,0
70,100000,4,no,0
40,70000,4,no,0
800,100000,4,no,0
60,40000,4,yes,1
100,100000,4,no,0
100,100000,4,yes,1
40,90000,4,no,0
200,90000,4,yes,1
60,90000,4,no,0
40,100000,4,no,0
40,90000,4,no,0
50,90000,4,no,0
80,60000,4,no,0
40,80000,4,no,0
70,100000,4,no,0
400,90000,4,no,0
20,100000,4,no,0
70,100000,4,no,0
70,100000,4,no,0
100,70000,3,no,0
60,100000,4,no,0
90,90000,4,yes,1
20,100000,4,no,0
100,80000,4,no,0
90,60000,4,no,0
30,80000,4,no,0
70,100000,4,no,0
30,80000,4,no,0
30,90000,5,no,0
80,100000,4,no,0
90,90000,4,no,0
90,90000,4,no,0
100,90000,4,no,0
400,80000,4,no,0
100,90000,4,no,0
70,80000,4,no,0
90,80000,4,no,0
200,90000,4,no,0
90,100000,4,no,0
40,80000,4,no,0
50,100000,5,yes,1
50,90000,4,no,0
90,100000,4,no,0
40,80000,4,no,0
60,90000,4,no,0
60,100000,4,no,0
50,90000,4,no,0
30,100000,4,no,0
60,80000,4,no,0
200,70000,4,no,0
50,100000,4,no,0
90,100000,4,yes,1
60,100000,4,no,0
80,70000,4,no,0
40,80000,4,no,0
100,80000,4,no,0
80,90000,4,no,0
90,100000,3,no,0
30,80000,4,no,0
800,70000,4,yes,1
80,90000,4,no,0
100,90000,4,yes,1
20,70000,4,no,0
80,100000,4,no,0
40,90000,4,no,0
50,90000,4,no,0
60,50000,4,yes,1
60,100000,4,no,0
80,100000,4,yes,1
40,80000,4,no,0
60,90000,4,yes,1
10,80000,4,yes,1
50,100000,4,no,0
200,80000,4,no,0
50,80000,4,no,0
100,80000,4,no,0
200,90000,4,no,0
30,90000,4,no,0
40,80000,4,no,0
60,100000,4,no,0
60,100000,4,no,0
80,90000,4,no,0
700,90000,4,yes,1
80,70000,4,no,0
50,100000,4,no,0
60,100000,4,no,0
60,80000,4,no,0
80,90000,4,no,0
60,100000,4,yes,1
70,80000,4,no,0
50,80000,4,no,0
700,90000,4,yes,1
100,70000,4,no,0
100,70000,4,yes,1
50,80000,3,no,0
30,100000,4,no,0
100,80000,4,no,0
100,70000,4,yes,1
30,100000,4,no,0
0,70000,4,no,0
100,70000,4,no,0
50,80000,4,no,0
500,80000,4,no,0
20,70000,3,no,0
70,100000,4,no,0
80,90000,4,no,0
800,90000,4,yes,1
100,90000,4,no,0
40,80000,4,no,0
100,80000,4,no,0
90,60000,4,no,0
60,100000,4,no,0
500,80000,4,no,0
30,90000,4,no,0
20,70000,4,no,0
50,70000,4,no,0
90,70000,4,yes,1
1000,40000,4,no,0
100,70000,4,no,0
50,90000,4,no,0
40,70000,4,no,0
60,80000,4,no,0
80,80000,4,no,0
100,80000,4,no,0
80,80000,4,no,0
50,80000,4,yes,1
500,90000,4,yes,1
20,80000,4,no,0
40,80000,4,no,0
40,80000,3,no,0
10,100000,4,no,0
1000,70000,4,no,0
400,100000,4,yes,1
40,70000,4,no,0
50,60000,4,yes,1
100,80000,4,no,0
70,100000,4,no,0
60,90000,4,no,0
900,90000,4,no,0
100,70000,4,no,0
60,100000,4,no,0
0,80000,4,no,0
70,70000,4,no,0
20,70000,3,no,0
30,90000,4,no,0
50,90000,4,no,0
100,100000,4,no,0
0,100000,4,no,0
20,100000,4,no,0
100,80000,4,yes,1
40,80000,4,yes,1
60,80000,4,yes,1
40,90000,4,no,0
1000,70000,4,no,0
70,70000,4,no,0
100,90000,4,no,0
100,80000,4,yes,1
100,90000,3,yes,1
50,100000,4,no,0
30,90000,4,no,0
0,70000,4,no,0
50,100000,4,no,0
50,80000,4,no,0
50,80000,4,no,0
40,80000,4,no,0
80,100000,4,no,0
50,40000,4,no,0
70,80000,4,yes,1
100,70000,4,yes,1
50,100000,4,no,0
60,70000,4,no,0
40,80000,4,no,0
40,70000,4,yes,1
100,90000,4,no,0
30,70000,4,no,0
90,70000,4,no,0
80,80000,4,yes,1
30,80000,4,no,0
200,80000,4,yes,1
200,80000,4,yes,1
30,70000,4,no,0
80,100000,4,no,0
60,70000,4,no,0
40,100000,4,no,0
80,80000,4,yes,1
2000,70000,4,no,0
70,70000,4,no,0
40,100000,4,no,0
50,100000,4,no,0
70,80000,4,no,0
100,100000,4,no,0
100,50000,4,yes,1
60,80000,3,no,0
30,90000,4,no,0
100,90000,4,yes,1
70,70000,4,yes,1
900,80000,4,yes,1
100,80000,4,no,0
90,40000,4,no,0
50,90000,4,no,0
80,80000,4,no,0
30,80000,4,no,0
400,80000,4,no,0
50,80000,4,no,0
70,90000,4,yes,1
10,60000,4,no,0
100,70000,4,no,0
100,50000,4,no,0
50,80000,4,no,0
90,80000,4,no,0
90,90000,4,yes,1
50,80000,4,no,0
80,80000,4,no,0
40,70000,4,no,0
70,90000,4,no,0
10,80000,4,no,0
60,70000,4,no,0
20,80000,4,no,0
50,70000,4,no,0
60,90000,4,no,0
90,80000,4,yes,1
40,100000,4,no,0
900,80000,4,yes,1
100,60000,4,no,0
30,60000,4,no,0
600,80000,4,no,0
100,80000,4,no,0
50,90000,4,yes,1
200,100000,4,yes,1
90,80000,4,yes,1
60,60000,4,no,0
50,70000,4,no,0
800,80000,4,no,0
40,80000,4,no,0
20,80000,4,no,0
70,80000,4,yes,1
40,70000,4,no,0
