100,fantasy,300000,4,no
100,romance,200000,4,no
100,young adult,300000,4,yes
100,#N/A,200000,3.5,no
100,comedy,300000,4,yes
100,young adult,300000,4,no
70,young adult,200000,4,no
100,fantasy,300000,4.5,no
80,mystery,200000,4,yes
70,young adult,300000,4,no
200,fantasy,300000,4,no
300,romance,200000,4,yes
80,young adult,300000,4,no
100,drama,200000,4,yes
100,drama,200000,4,yes
90,young adult,300000,4,no
80,young adult,200000,4,no
100,#N/A,200000,4.5,no
90,fantasy,300000,4,no
80,romance,200000,4,yes
300,sci-fi,300000,4,no
100,drama,200000,4.5,yes
80,romance,300000,4.5,no
200,fantasy,300000,4,yes
100,mystery,200000,4,no
30,sci-fi,200000,4.5,no
100,romance,200000,4,yes
100,fantasy,200000,4.5,no
40,young adult,300000,4,yes
2000,fantasy,200000,4,yes
100,mystery,200000,3.5,no
100,thriller,200000,4,yes
50,comedy,200000,4,no
200,young adult,300000,4,no
1000,young adult,200000,4,yes
300,young adult,300000,4,yes
80,young adult,300000,4,no
200,horror,200000,4,no
100,comedy,200000,4,yes
100,fantasy,300000,4.5,no
30,comedy,300000,4,no
1000,drama,200000,4,yes
200,horror,200000,4,yes
90,fantasy,300000,4,yes
100,fantasy,300000,4,yes
400,young adult,200000,4,yes
40,fantasy,300000,4.5,no
100,#N/A,200000,4,no
200,sci-fi,200000,4,yes
2000,young adult,200000,4,yes
200,fantasy,100000,4,no
80,young adult,300000,4,no
70,fantasy,300000,4.5,yes
70,sci-fi,200000,4.5,yes
40,#N/A,200000,4,yes
80,horror,200000,4,yes
60,fantasy,200000,4,no
90,young adult,200000,3.5,yes
80,fantasy,200000,4,no
100,sci-fi,200000,4,no
60,comedy,200000,4,no
200,fantasy,200000,4,yes
200,#N/A,200000,4,no
1000,young adult,200000,4,yes
90,young adult,200000,4,no
200,fantasy,200000,4,yes
90,drama,200000,4,no
100,fantasy,200000,4,no
200,romance,200000,4,yes
50,romance,200000,4,yes
90,young adult,200000,4,no
70,drama,200000,3.5,no
90,young adult,300000,4.5,no
90,#N/A,200000,4,no
100,young adult,200000,4,yes
100,drama,200000,3.5,yes
90,young adult,200000,3.5,no
80,fantasy,200000,4.5,no
2000,horror,200000,4,yes
40,fantasy,200000,4.5,yes
100,young adult,300000,4,yes
70,young adult,300000,4,no
90,young adult,300000,4.5,no
400,romance,200000,4,yes
70,romance,200000,4,no
400,horror,200000,4,yes
60,#N/A,200000,3.5,yes
100,fantasy,300000,4,no
100,sci-fi,200000,4,no
400,romance,200000,4,yes
10,horror,200000,4,no
2000,#N/A,200000,4,no
80,mystery,200000,4,no
100,sci-fi,200000,4,yes
60,#N/A,200000,4,no
80,romance,200000,4,no
100,#N/A,200000,4,yes
90,romance,200000,4.5,yes
200,young adult,200000,3.5,yes
100,romance,200000,4,no
100,romance,200000,4,no
1000,romance,200000,4,no
80,#N/A,100000,3.5,no
80,young adult,200000,3.5,no
200,fantasy,200000,4,no
100,mystery,200000,4,no
70,young adult,200000,4.5,no
80,young adult,200000,4.5,no
100,romance,200000,4,no
80,romance,200000,4,no
80,fantasy,200000,4.5,no
80,young adult,200000,4,no
400,mystery,200000,4,no
90,young adult,200000,4,no
100,comedy,200000,4,no
700,drama,200000,4,no
70,fantasy,300000,4.5,no
200,fantasy,200000,4,yes
200,fantasy,200000,4,no
200,horror,200000,4,yes
200,sci-fi,200000,4,no
70,romance,200000,4,no
70,young adult,200000,4,no
80,young adult,200000,4,yes
200,drama,200000,4,no
60,drama,200000,4,no
70,romance,200000,4,no
200,sci-fi,200000,4,no
100,drama,200000,4.5,no
100,horror,200000,4,yes
80,sci-fi,200000,4,no
60,young adult,200000,4,yes
200,fantasy,200000,4.5,yes
200,mystery,200000,4,yes
1000,mystery,200000,4,no
100,fantasy,200000,4,no
100,#N/A,200000,4,no
80,young adult,200000,4,no
80,fantasy,200000,4,yes
100,romance,200000,4,yes
100,young adult,300000,4,yes
100,romance,200000,4,yes
40,fantasy,200000,4,no
40,romance,200000,4,no
100,drama,200000,4,yes
100,fantasy,200000,4,no
60,sci-fi,200000,4,no
100,drama,200000,4.5,no
80,fantasy,200000,4.5,no
200,drama,200000,4,yes
30,#N/A,200000,4,no
100,romance,200000,4.5,no
1000,fantasy,200000,4.5,yes
50,romance,200000,4,no
40,fantasy,200000,4.5,no
10,fantasy,200000,4,no
80,romance,200000,4,no
100,young adult,200000,4,yes
100,young adult,200000,4,no
1000,romance,200000,4,no
200,#N/A,200000,4.5,no
80,mystery,200000,3.5,no
100,#N/A,200000,4,no
10,young adult,200000,4,no
200,drama,200000,4,no
100,thriller,200000,4,no
600,young adult,200000,3.5,yes
2000,#N/A,200000,4,no
40,fantasy,200000,4,no
90,fantasy,200000,4,no
50,drama,200000,4,no
100,young adult,200000,4,no
80,comedy,200000,3.5,yes
1000,crime,200000,4.5,yes
70,young adult,200000,4,yes
100,sci-fi,200000,4,yes
200,horror,200000,4.5,yes
700,#N/A,100000,4,no
40,young adult,200000,4.5,no
70,young adult,200000,4,no
100,sci-fi,200000,4,no
200,#N/A,200000,4.5,no
100,mystery,200000,4,no
70,#N/A,100000,3.5,no
200,romance,200000,4,yes
1000,young adult,200000,4,yes
1000,romance,200000,4,yes
100,horror,200000,4,yes
100,young adult,200000,4,yes
100,mystery,200000,4,no
40,horror,200000,4.5,no
200,sci-fi,200000,4,yes
60,romance,200000,4.5,no
60,fantasy,200000,4,yes
90,young adult,100000,4,no
80,young adult,100000,4.5,yes
60,#N/A,200000,3.5,no
90,romance,200000,4,no
70,fantasy,200000,4,no
100,mystery,200000,4,no
30,horror,200000,4.5,yes
80,young adult,200000,4.5,no
1000,mystery,100000,4.5,yes
80,romance,200000,4,no
80,fantasy,100000,4,no
50,romance,200000,4,no
1000,fantasy,200000,4,yes
80,young adult,200000,4,no
100,fantasy,100000,4,no
100,mystery,100000,4,yes
100,sci-fi,200000,4,yes
60,young adult,200000,4,no
20,#N/A,100000,4,no
80,fantasy,200000,4,no
100,mystery,200000,4,yes
100,fantasy,200000,4,no
60,fantasy,200000,4,no
2000,fantasy,200000,3.5,yes
800,drama,200000,4,yes
600,fantasy,200000,3.5,yes
70,crime,100000,4,no
100,drama,100000,3.5,no
50,comedy,200000,4,no
90,fantasy,200000,4,no
80,fantasy,80000,4,no
90,#N/A,200000,4,no
80,mystery,200000,4,no
50,romance,200000,4.5,no
10,young adult,200000,4,yes
50,young adult,200000,4,yes
300,fantasy,200000,4,no
60,young adult,200000,4.5,no
100,young adult,200000,4,no
400,fantasy,200000,4.5,yes
200,#N/A,100000,4,no
1000,sci-fi,200000,4,yes
80,young adult,200000,4,yes
60,fantasy,200000,4.5,no
50,young adult,100000,4,no
100,sci-fi,100000,3.5,no
90,romance,100000,4,no
100,horror,200000,4,yes
100,romance,200000,4.5,no
0,drama,200000,4,yes
100,horror,200000,3.5,yes
100,young adult,200000,4,no
90,fantasy,200000,4,no
900,romance,200000,4,yes
2000,romance,200000,3.5,no
80,fantasy,200000,4,yes
50,fantasy,100000,4.5,no
90,fantasy,200000,4,no
30,young adult,200000,4,yes
60,fantasy,200000,4.5,no
90,romance,100000,3.5,no
90,drama,100000,4,no
70,fantasy,100000,4.5,no
100,young adult,200000,4,yes
100,romance,100000,4,yes
90,romance,100000,4,yes
100,sci-fi,200000,4,no
200,romance,100000,3.5,no
80,#N/A,100000,4,yes
100,sci-fi,100000,4,yes
1000,comedy,200000,4,no
100,fantasy,200000,4,yes
200,horror,200000,3.5,yes
40,fantasy,200000,4,no
100,#N/A,200000,4,no
60,fantasy,200000,4.5,no
200,#N/A,200000,4,no
70,young adult,200000,4,no
70,fantasy,100000,3.5,yes
40,horror,100000,4.5,no
70,fantasy,200000,4,no
100,drama,100000,4,no
100,thriller,100000,4,yes
50,romance,100000,4,no
1000,drama,200000,4,yes
70,young adult,200000,4,no
600,fantasy,100000,4.5,no
200,young adult,200000,4,yes
80,young adult,200000,4,yes
80,young adult,200000,3.5,no
100,thriller,100000,4,yes
2000,fantasy,100000,4,yes
100,fantasy,100000,4,yes
200,sci-fi,200000,4,no
80,young adult,200000,4,no
0,fantasy,200000,4,yes
300,fantasy,200000,4,no
60,fantasy,100000,4.5,no
50,young adult,100000,4,yes
20,comedy,100000,4,no
300,fantasy,100000,4,no
10,fantasy,200000,4.5,no
50,young adult,200000,4.5,no
100,horror,100000,3.5,yes
30,#N/A,100000,4.5,no
300,sci-fi,100000,4,no
200,fantasy,100000,4,yes
100,romance,100000,4,no
900,horror,100000,4,no
40,young adult,200000,4,no
70,mystery,100000,4,yes
70,crime,100000,3.5,no
2000,mystery,200000,4,no
100,#N/A,100000,4,no
100,fantasy,200000,4,yes
80,young adult,200000,4,no
100,romance,100000,4,yes
100,thriller,100000,4,yes
70,fantasy,200000,4,no
40,mystery,100000,4,no
60,fantasy,200000,4.5,yes
40,fairy-tales,100000,4.5,no
90,thriller,100000,4,yes
200,romance,100000,3.5,yes
70,#N/A,100000,4,no
80,fantasy,200000,4,no
80,young adult,200000,4,no
100,sci-fi,100000,4,yes
90,romance,100000,4,no
200,romance,100000,4,no
10,fantasy,200000,4.5,no
300,sci-fi,100000,4,no
80,drama,100000,3.5,no
800,young adult,100000,4,yes
100,sci-fi,100000,3.5,no
200,young adult,200000,4,no
0,romance,100000,4,no
80,young adult,200000,4,no
60,young adult,200000,4.5,no
70,young adult,200000,4,yes
600,fantasy,100000,3.5,yes
40,romance,100000,3.5,no
100,fantasy,100000,4,no
100,fantasy,100000,4,no
1000,drama,100000,4,yes
800,horror,100000,4,yes
80,fantasy,200000,4,no
200,sci-fi,100000,4,yes
90,drama,100000,3.5,no
60,young adult,100000,3.5,no
60,young adult,200000,4,no
100,crime,100000,3.5,no
100,drama,100000,4,no
80,#N/A,100000,4,no
80,thriller,100000,3.5,yes
50,young adult,100000,4,no
80,#N/A,100000,4,no
80,#N/A,100000,4,no
300,romance,100000,4,yes
100,horror,100000,4,no
100,fantasy,100000,4,no
40,young adult,200000,4,no
60,young adult,100000,4,no
200,fantasy,100000,4,no
100,thriller,100000,4,yes
900,mystery,100000,4,yes
400,mystery,100000,4,yes
80,romance,100000,4.5,no
80,romance,100000,4,no
200,horror,100000,4,yes
80,romance,100000,4,no
70,#N/A,100000,4.5,no
80,romance,100000,4,no
70,young adult,200000,4,yes
700,#N/A,90000,4,no
100,young adult,200000,4,no
100,fantasy,100000,4,yes
100,romance,100000,4,yes
60,fantasy,200000,4.5,no
60,young adult,100000,4,no
90,romance,100000,4,no
40,#N/A,100000,4,yes
40,crime,100000,4,no
50,romance,100000,3.5,no
60,#N/A,100000,3.5,no
100,horror,100000,4.5,no
60,romance,100000,4,no
100,sci-fi,100000,4,yes
50,romance,100000,3.5,no
100,mystery,100000,4,no
100,horror,100000,4,no
50,mystery,100000,4,no
80,romance,100000,4,yes
2000,sci-fi,100000,4,no
60,romance,100000,4,no
600,romance,100000,4,yes
200,comedy,90000,4,yes
100,horror,100000,4,no
100,romance,100000,4,no
100,horror,100000,3.5,no
2000,sci-fi,100000,4,no
70,young adult,100000,4,no
200,romance,100000,3.5,no
200,drama,100000,4,no
60,#N/A,100000,3.5,no
60,young adult,100000,4,no
100,romance,100000,4.5,no
60,young adult,100000,4.5,no
1000,drama,100000,4,no
100,drama,100000,3.5,no
100,romance,90000,4,no
10,young adult,100000,4.5,no
200,#N/A,100000,4,yes
50,#N/A,100000,4,no
30,fantasy,100000,4,yes
20,comedy,100000,4,no
80,fantasy,100000,4,no
100,crime,100000,4.5,no
70,fantasy,200000,4,no
200,fantasy,100000,4,yes
100,mystery,100000,4,yes
200,romance,100000,3.5,yes
80,fantasy,100000,4,no
100,sci-fi,100000,4,no
200,young adult,100000,3.5,yes
0,horror,100000,4,yes
90,young adult,100000,3.5,no
100,mystery,100000,4,yes
100,drama,100000,4.5,no
70,fantasy,100000,4.5,yes
100,sci-fi,100000,4,no
70,young adult,100000,4,no
70,fantasy,100000,4,yes
100,horror,100000,4.5,yes
10,young adult,100000,4.5,yes
60,romance,100000,3.5,no
100,sci-fi,80000,4,no
50,fantasy,100000,4.5,no
200,#N/A,100000,4,no
0,comedy,100000,4,no
70,fantasy,100000,4.5,no
100,young adult,100000,4,no
70,fantasy,100000,4,no
60,drama,100000,4.5,no
60,young adult,200000,4,no
100,sci-fi,100000,4,no
60,young adult,200000,4.5,yes
30,young adult,100000,4,no
50,#N/A,100000,4,no
0,fantasy,100000,4,no
60,young adult,200000,4,no
60,romance,100000,4.5,yes
50,comedy,100000,4,no
40,young adult,100000,4,no
60,sci-fi,100000,4.5,no
70,romance,100000,4,no
100,drama,100000,4.5,yes
100,drama,100000,4,no
100,romance,100000,4,no
100,#N/A,100000,4.5,yes
70,fantasy,100000,4.5,no
60,#N/A,100000,4,no
100,mystery,100000,4,yes
300,mystery,100000,4.5,no
1000,drama,100000,3.5,no
60,#N/A,100000,4,no
800,#N/A,100000,4,no
700,drama,100000,4,yes
50,young adult,200000,4.5,no
70,#N/A,100000,4,no
10,#N/A,100000,4,no
40,romance,100000,3.5,no
1000,romance,100000,4,yes
80,drama,100000,4.5,no
20,comedy,100000,4.5,no
70,young adult,100000,4,no
500,romance,100000,3.5,no
60,young adult,100000,4,no
80,fantasy,100000,4,no
90,thriller,100000,4,yes
20,young adult,100000,4.5,no
40,comedy,100000,4,no
100,crime,60000,4,yes
100,sci-fi,100000,4,no
80,#N/A,100000,4,no
10,mystery,100000,4,no
300,fantasy,100000,4.5,no
80,young adult,100000,4,yes
100,horror,100000,4,no
100,comedy,100000,4,yes
60,romance,100000,4,no
40,#N/A,100000,4,no
50,fantasy,100000,4,no
100,thriller,100000,4,yes
300,young adult,100000,4,no
70,comedy,100000,4,no
60,fantasy,100000,3.5,no
20,fantasy,100000,4,yes
1000,drama,100000,4,no
60,young adult,100000,4,no
10,fantasy,100000,4,yes
90,sci-fi,100000,3.5,yes
70,young adult,100000,4,yes
40,sci-fi,100000,4,no
20,romance,100000,4.5,no
80,mystery,100000,4,no
50,romance,100000,4,no
50,romance,100000,3.5,no
60,young adult,100000,4,no
100,thriller,100000,4,yes
0,#N/A,100000,4,no
80,fantasy,100000,4.5,yes
100,horror,100000,3.5,yes
900,#N/A,100000,4,no
200,romance,100000,4,yes
90,romance,100000,4,no
100,mystery,90000,3.5,no
80,mystery,100000,4,no
500,drama,100000,3.5,no
50,romance,100000,4,no
1000,fantasy,100000,4,yes
60,young adult,100000,4,no
40,young adult,100000,4,yes
600,romance,100000,4,yes
50,young adult,100000,4,yes
40,young adult,100000,4,no
100,mystery,80000,4,no
100,mystery,100000,4,yes
0,young adult,100000,4,no
50,fantasy,100000,4.5,no
90,drama,90000,4,no
70,young adult,100000,4,yes
80,sci-fi,100000,4,no
1000,drama,100000,4,yes
100,romance,100000,4.5,no
50,romance,100000,4.5,no
50,fantasy,200000,4.5,yes
30,romance,80000,4,no
40,#N/A,100000,4,no
30,young adult,100000,4,no
50,sci-fi,100000,4.5,yes
50,mystery,100000,4,yes
80,drama,100000,4,no
70,young adult,100000,3.5,yes
90,mystery,100000,4,no
100,horror,100000,4,yes
80,#N/A,100000,4.5,no
50,young adult,100000,4,yes
90,drama,50000,4,no
900,drama,100000,4,no
70,sci-fi,100000,4,no
40,mystery,100000,4,yes
80,sci-fi,100000,4.5,no
50,fantasy,100000,4,no
50,young adult,100000,4,no
60,romance,100000,4,no
30,fantasy,70000,5,no
100,fantasy,100000,4.5,no
80,romance,100000,4.5,no
100,horror,100000,4,yes
100,horror,100000,4,yes
100,romance,100000,4,no
200,young adult,100000,4,no
100,young adult,100000,3.5,no
40,#N/A,100000,4.5,yes
60,fantasy,100000,4,no
400,horror,100000,4,no
100,young adult,100000,4,yes
40,mystery,90000,4,no
60,fantasy,100000,3.5,no
60,fantasy,100000,4,yes
200,fantasy,100000,4,yes
60,drama,100000,4,yes
500,#N/A,100000,3.5,no
50,young adult,100000,4,no
100,#N/A,100000,4,no
100,thriller,90000,4,yes
100,mystery,100000,4,yes
30,young adult,70000,4,no
40,drama,60000,4,yes
70,horror,100000,4,no
100,#N/A,100000,3.5,no
30,fantasy,100000,4,no
60,romance,100000,4.5,no
100,sci-fi,100000,4,no
60,fantasy,100000,4,no
70,#N/A,90000,4,no
40,young adult,90000,4.5,no
100,fantasy,100000,4.5,no
60,#N/A,90000,4,no
100,thriller,100000,4,yes
200,sci-fi,90000,4,no
100,horror,100000,4,yes
800,romance,100000,4,yes
100,#N/A,100000,4,no
20,drama,100000,4,no
100,mystery,100000,4,no
500,sci-fi,100000,3.5,no
50,romance,100000,4,no
30,fantasy,100000,4,yes
70,romance,100000,4,no
70,romance,100000,4,no
70,drama,100000,3.5,no
70,fantasy,100000,4,no
60,sci-fi,100000,4,no
100,thriller,100000,3.5,yes
80,mystery,100000,4,no
60,#N/A,100000,4,no
100,sci-fi,90000,4,yes
100,horror,100000,4,no
70,#N/A,90000,3.5,yes
80,fantasy,100000,4,no
100,fantasy,100000,4,no
100,drama,100000,4,no
90,#N/A,100000,4,no
70,young adult,100000,4,yes
100,mystery,100000,4,no
90,young adult,60000,4,no
80,romance,90000,3.5,no
100,romance,90000,4,no
60,mystery,80000,3.5,no
20,young adult,100000,4,no
60,fantasy,100000,4,no
30,horror,100000,4,yes
90,drama,90000,4,yes
70,comedy,90000,3.5,no
60,#N/A,90000,4,no
70,fantasy,100000,4,no
200,drama,100000,4,no
1000,young adult,100000,4,yes
100,horror,100000,4,yes
80,young adult,90000,4.5,no
60,romance,100000,4.5,no
50,mystery,90000,4,no
90,romance,90000,4,no
100,drama,100000,4,yes
30,comedy,100000,4,no
40,comedy,80000,4,no
100,horror,90000,4,yes
70,young adult,100000,4,no
70,young adult,100000,3.5,no
70,fantasy,70000,4,no
50,drama,90000,4,no
60,fantasy,90000,4,no
70,young adult,100000,4,no
60,thriller,50000,4,no
80,romance,100000,4,no
100,fantasy,90000,4.5,yes
10,young adult,90000,4,no
90,romance,90000,4,no
100,comedy,90000,4.5,no
80,fantasy,100000,4,no
40,young adult,90000,4.5,no
800,#N/A,90000,3.5,no
0,fantasy,90000,4.5,yes
700,romance,100000,4,no
30,romance,100000,4.5,no
100,thriller,90000,4,no
70,fantasy,90000,4.5,yes
40,romance,90000,4,no
100,mystery,90000,4,no
100,thriller,90000,3.5,no
60,#N/A,70000,3.5,yes
80,#N/A,80000,3.5,no
60,fantasy,80000,4,no
80,fantasy,100000,4,no
1000,sci-fi,90000,4,yes
70,#N/A,90000,3.5,no
200,sci-fi,80000,3.5,no
50,crime,90000,4,no
0,fantasy,90000,4.5,no
900,fantasy,90000,4,no
60,sci-fi,100000,4,no
60,mystery,80000,4,no
50,fantasy,100000,4,no
50,young adult,100000,3.5,no
70,mystery,100000,4,no
